menus_id,名字,收藏,浏览,工艺,口味,时间,难度,主料,辅料
11141,西兰花小饼【宝宝辅食】, 1 收藏 , 579 浏览,煎,家常味,15分钟,新手尝试,"['西兰花 30克', '面粉 35克']",['鸡蛋 1个']
14830,黄焖鸡, 59 收藏 , 18302 浏览,焖,咸鲜味,60分钟,中级掌勺,"['鸡腿 850克', '香菇(干) 6朵']","['葱 80克', '姜 50克', '八角 2颗', '花椒 20颗', '白芷 1片', '料酒 40克', '甜面酱 50克', '盐 8克', '糖 20克', '蚝油 30克', '老抽 少许', '植物油 40克']"
13521,苜蓿小米粥, 6 收藏 , 5726 浏览,煮,家常味,60分钟,新手尝试,"['苜蓿 80克', '小米 100克']",['水 2000克']
14419,胡萝卜黄瓜炒肉丁, 2 收藏 , 1427 浏览,炒,家常味,15分钟,初中水平,"['胡萝卜 150克', '黄瓜 一根', '黄萝卜 150克', '猪肉 200克']","['植物油 适量', '生抽 适量', '蚝油 2勺', '姜 5克']"
3424,荷兰豆炒腊肠，十分钟快手小炒, 2 收藏 , 1394 浏览,炒,家常味,10分钟,初级入门,"['荷兰豆 150克', '腊肠 2根']","['蒜 2瓣', '盐 少许', '油 少许', '蚝油 少许', '原汁酱油 少许']"
9019,麻辣肠烤茄子, 344 收藏 , 2661 浏览,烤,麻辣味,15分钟,新手尝试,"['长茄子 2根', '麻辣肠 1根']","['生抽 1勺', '蚝油 1勺', '糖 1小勺', '蒜 5瓣']"
12920,荷兰豆炒酱蛋, 147 收藏 , 2022 浏览,炒,家常味,10分钟,新手尝试,"['鸡蛋 2个', '荷兰豆 100克', '胡萝卜 半根']","['六月鲜10克轻盐原汁酱油 2勺', '蒜 2瓣']"
12203,蚝油生菜, 19 收藏 , 2761 浏览,灼,蒜香味,5分钟,初级入门,['球形生菜 1颗'],"['大蒜 1头', '蚝油 30克', '盐 0.5克', '凉水 适量', '油 少许']"
4197,香菇肉末拌面, 3 收藏 , 2205 浏览,煮,家常味,10分钟,新手尝试,"['面饼 1块', '肉末 50克', '香菇 15克', '玉米 30克']","['食用油 适量', '盐 适量', '生抽 适量', '葱 适量', '蚝油 适量']"
3044,香椿炒鸡蛋, 464 收藏 , 3633 浏览,炒,咸鲜味,10分钟,新手尝试,"['香椿 500克', '鸡蛋 5个']","['盐 少许', '油 适量', '薄盐生抽 2勺']"
4638,鲜嫩蒸鸡翅中，原汁原味, 319 收藏 , 4964 浏览,蒸,咸鲜味,15分钟,新手尝试,['鸡翅中 8只'],"['干辣椒 4个', '葱段 适量', '盐 1勺', '糖 1勺', '料酒 2勺', '生抽 3勺', '蚝油 2勺']"
5797,清蒸鲈鱼, 824 收藏 , 58170 浏览,蒸,其他口味,30分钟,未知,['鲈鱼 1条 （750克）'],"['小葱       4颗（20克）', '姜         1块', '香菜       2颗', '盐         1茶匙（5克）', '料酒       2汤匙（30毫升）', '蒸鱼豉油   3汤匙（45毫升）', '油         2汤匙（30毫升）']"
11304,油焖大虾, 242 收藏 , 37872 浏览,焖,咸鲜味,15分钟,初级入门,"['对虾 500g', '葱 10克', '蒜 10克', '姜 10克']","['米醋 5克', '糖 10克', '料酒 10克', '盐 2克', '花生油 50克']"
11754,纸包黄花鱼, 6 收藏 , 3153 浏览,烘焙,咸鲜味,30分钟,初级入门,['黄花鱼 1条'],"['姜 20克', '葱 50克', '洋葱 50克', '大葱 少量', '盐 适量', '芫荽 适量', '红椒 适量']"
14165,剁椒腊肉蒸南瓜, 4 收藏 , 4024 浏览,蒸,咸鲜味,15分钟,初中水平,"['南瓜 150克', '腊肉 100克', '土豆 1个']","['芝麻油 5克', '剁椒 15克', '生姜 10克', '蒜瓣 15克', '生抽 5克']"
4988,腊鱼腩蒸芋头, 2350 收藏 , 21946 浏览,蒸,香辣味,15分钟,初中水平,"['腊鱼腩 300克', '芋头 两个']","['花生油 40克', '泡椒 5个', '豆豉 15克', '大蒜籽 3粒', '姜 1块', '生抽 15克', '蚝油 5克', '料酒 15克']"
9730,豌豆杏鲍菇炒肉丁, 48 收藏 , 9977 浏览,炒,家常味,5分钟,初中水平,"['豌豆 300克', '杏鲍菇 100克', '瘦肉 100克']","['菜籽油 50克', '盐 2克', '生抽 15克', '蚝油 5克', '料酒 5克', '高汤 1碗']"
13004,葱爆肥牛卷, 18 收藏 , 26642 浏览,炒,家常味,15分钟,新手尝试,['肥牛 300克'],"['葱 30克', '生姜 10克', '小尖椒 10克', '生抽 20克', '料酒 20克', '豆豉酱 10克', '食盐 适量']"
3303,豆豉蒸鱼段, 7 收藏 , 1869 浏览,蒸,咸鲜味,30分钟,未知,['准备黄花鱼 500克'],"['十三香 少许', '料酒 少许']"
12096,回锅肉, 2 收藏 , 4719 浏览,炒,家常味,30分钟,未知,"['猪肉 300克', '洋葱 1个', '青椒 1个', '红椒 1个']","['蒜 4瓣', '鸡精 适量', '干辣椒 3个', '姜 5克', '豆瓣 10克', '老抽 5毫升', '生抽 5毫升', '老酒 5毫升', '小葱 2颗', '盐 适量']"
6550,简单快手夏季最爱拌海凉粉, 2 收藏 , 2098 浏览,拌,咸鲜味,15分钟,未知,['海凉粉 500克'],"['青红椒 50克', '香菜 2颗', '榨菜芯 30克', '生抽 2匙', '醋 2匙', '橄榄油 半匙', '蒜 1头']"
7889,麻辣豆腐, 2 收藏 , 2483 浏览,炒,麻辣味,10分钟,新手尝试,['豆腐 1块'],"['豆瓣酱 3克', '麻辣汁 50克', '葱 2克', '蒜 1克', '油 2克']"
6141,糍粑鱼, 77 收藏 , 235240 浏览,煎,家常味,15分钟,初级入门,"['草鱼 1条', '生姜 1小块', '葱 3根', '花椒 10克', '干辣椒 若干']","['盐 5茶匙', '黑胡椒粉 4茶匙', '生抽 2汤匙', '老抽 1汤匙', '料酒 1汤匙', '醋 1小勺', '白糖 1汤匙']"
12122,超好吃的酸辣黄瓜条, 22 收藏 , 8567 浏览,炒,酸辣味,15分钟,未知,"['黄瓜 2根', '青椒 2个']","['生抽 2勺', '糖 3勺', '醋 3勺', '水淀粉 适量']"
3918,美味烧麦, 13 收藏 , 9305 浏览,蒸,家常味,30分钟,未知,"['糯米 二人量', '猪肉 少许', '胡萝卜 1根', '玉米 半个', '蚕豆 少许']",['苹果 2个']
9729,麻婆豆腐, 483 收藏 , 118523 浏览,拌,香辣味,15分钟,中级掌勺,['豆腐 500克'],"['油 一勺', '盐 一撮', '肉末 150克', '豆瓣酱 30克', '花椒 8克', '葱姜末 少许']"
6188,芦笋炒虾仁, 3 收藏 , 3498 浏览,炒,家常味,10分钟,未知,"['芦笋 200克', '虾仁 180克', '生抽 半勺', '盐 少许', '油 少许']","['虾仁腌制：姜片 少许', '胡椒粉 2克', '料酒 5克', '淀粉 少许']"
9262,酱牛肉, 146 收藏 , 148013 浏览,卤,酱香味,60分钟,初中水平,['牛腱子 半个'],"['葱姜 适量', '糖 3勺', '盐 2勺', '生抽 2勺', '老抽 1勺', '料酒 1勺', '八角 3个', '桂皮 1段', '水 1升', '草果/山奈/砂仁/多香果/小茴香 各5克']"
12654,三杯鸡, 22 收藏 , 63776 浏览,炒,咸鲜味,30分钟,新手尝试,"['土鸡 半只', '麻油 适量', '米酒 适量', '味极鲜 适量']","['红辣椒 适量', '小葱 适量', '姜片 适量', '色拉油 适量', '老抽 适量']"
12016,芙蓉蛋羹虾, 370 收藏 , 2174 浏览,蒸,咸鲜味,15分钟,初中水平,"['日本豆腐 1个', '鸡蛋 3个', '虾仁 30克']","['青豆\t 30克', '玉米粒 30克', '胡萝卜丁 20克', '葱末\t 5克', '蒜末 5克', '鲜鸡汁 30克', '鸡精 5克', '亚麻籽油 30克']"
10873,南方版尖椒鸡蛋, 12 收藏 , 13953 浏览,煎,香辣味,10分钟,初级入门,"['尖椒 5个', '鸡蛋 3个']","['食盐 1小勺', '白糖 1小勺', '生抽 1茶匙']"
3808,鹌鹑蛋火腿肠, 5 收藏 , 1817 浏览,煎,家常味,5分钟,新手尝试,['鹌鹑蛋 2个'],"['火腿肠 1根', '芝麻 1点']"
9940,迷之卤烤鸭腿, 6 收藏 , 2006 浏览,烤,家常味,10分钟,新手尝试,['鸭腿 只3'],"['干辣椒（卤料） 适量', '料酒（卤料） 半汤匙', '冰糖（卤料） 1块', '生抽（卤料） 4汤勺', '老抽（卤料） 2汤勺', '盐（卤料） 适量', '食用油（烤油） 适量', '葱白（烤油） 少许', '洋葱（烤油） 1块', '花椒（烤油） 适量', ' 八角（烤油） 1个', '桂皮（烤油） 1块', '干辣椒（烤油） 数个']"
11334,蒜苔胡萝卜炒肉丝, 333 收藏 , 3674 浏览,炒,咸鲜味,10分钟,新手尝试,"['蒜苔 1把', '胡萝卜 半根', '瘦肉 100克']","['油 适量', '盐 适量', '生抽 适量']"
6045,萝卜烧牛肉, 75 收藏 , 78493 浏览,烧,家常味,90分钟,新手尝试,"['白萝卜 1根', '牛肉 600克']","['大葱 1根', '八角 5克', '香叶 3片', '草果 4克', '茴香 3克', '桂皮 1小块', '花椒 20粒', '干辣椒 5个', '姜 10克', '豆瓣酱 1汤匙', '老抽 2茶匙']"
5868,腰果虾仁, 117 收藏 , 68174 浏览,炒,咸鲜味,15分钟,中级掌勺,"['腰果 50克', '虾仁 250克', '黄瓜 100克', '胡萝卜 50克']","['葱 少许', '盐 适量', '胡椒粉 少许', '料酒 1匙', '淀粉 半匙', '植物油 适量', '木耳(水发) 1朵']"
6592,年夜饭素菜也出彩-素炒三色，生活多姿又, 26 收藏 , 5490 浏览,炒,咸鲜味,10分钟,未知,"['山药 1根', '西兰花 1棵', '胡萝卜 半根', '红椒 1根']","['盐 适量', '油 适量', '鸡精 适量', '生抽 适量', '姜片 若干', '蒜片 适量']"
9540,梭子蟹和咖喱碰撞出的美味，简单零失败, 0 收藏 , 2415 浏览,煮,咖喱味,10分钟,初级入门,"['梭子蟹 4只', '年糕 200克', '青椒 1个', '红椒 1个']","['洋葱 半个', '生姜 1块', '大蒜 3瓣', '淀粉 1小碟', '料酒 1勺', '咖喱酱 1袋']"
14608,白灼虾, 2 收藏 , 1335 浏览,炒,家常味,5分钟,初级入门,['大虾 12只'],"['葱 适量', '姜 适量', '料酒 适量']"
12370,麻辣素肉, 5 收藏 , 71600 浏览,烧,麻辣味,15分钟,新手尝试,['大豆蛋白肉 200克'],"['炖肉料包 1个', '椒盐 适量', '五香粉 1/3茶匙', '孜然粉 1/2茶匙', '辣椒粉 1茶匙', '八角 2粒', '香叶 4片', '干辣椒 8个', '冰糖 适量', '蚝油 1茶匙', '老抽 1茶匙', '生抽 3茶匙', '熟白芝麻 适量', '红油 2茶匙']"
7424,国民家常菜—可乐鸡翅, 10500 收藏 , 140340 浏览,烧,咸鲜味,15分钟,初级入门,"['鸡翅中 350克', '百事可乐 400毫升', '葱 适量']","['食用油 1勺', '盐 适量', '料酒 1勺', '老抽 2勺']"
1191,拔丝地瓜, 3267 收藏 , 26925 浏览,炒,甜味,15分钟,初级入门,"['地瓜 550', '白糖 150克', '清水 50克']",['柠檬汁 5滴']
621,醋溜土豆丝, 50 收藏 , 62696 浏览,炒,酸味,10分钟,新手尝试,['土豆 250克'],"['油 适量', '盐 2克', '大葱 半根', '红椒 1个', '鲜酱油 3克', '白醋 5克']"
5752,电饭煲焖鸡, 32 收藏 , 7807 浏览,焖,家常味,30分钟,新手尝试,"['三黄鸡 1只', '生姜 1块', '小葱 适量']","['生抽 3勺', '老抽 1勺', '料酒 2勺', '蚝油 2勺', '蜂蜜 2勺', '盐 适量']"
5887,红娘子鱼烧豆腐, 2 收藏 , 1856 浏览,炖,家常味,30分钟,未知,"['红娘子鱼 3条', '豆腐 半块']","['料酒 少许', '酱油 少许', '葱姜蒜 少许', '大料 少许', '盐 少许', '鸡精 少许', '菜籽油 适量']"
8763,回锅肉炒长豆角, 6 收藏 , 3017 浏览,炒,家常味,10分钟,初级入门,"['长豆 200克', '五花猪肉 100克']","['调和油 10毫升', '盐 少量', '鸡粉 少量', '大蒜 20克', '淡味生抽 10毫升']"
14077,青菜豆腐汤, 100 收藏 , 36624 浏览,煮,家常味,10分钟,初级入门,"['豆腐 1小块', '青菜 2颗']","['食用油 适量', '食用盐 适量', '十三香 适量', '鸡精 适量']"
13533,白贝烩丝瓜豆泡, 8 收藏 , 69405 浏览,烩,家常味,10分钟,新手尝试,"['白贝 300克', '丝瓜 1根']","['蒜蓉 1汤匙', '豆泡 50克', '植物油 2汤匙']"
1841,番茄咖喱炖牛腩, 25 收藏 , 15282 浏览,炖,酸甜味,2小时,初级入门,"['牛腩 250克', '西红柿 600克']","['胡萝卜(红) 80克', '西芹 80克', '蒜 4瓣', '香叶 4片', '黄咖喱 1汤匙', '番茄酱 2汤匙', '料酒 1汤匙', '香菜 2棵', '食盐 1茶匙', '橄榄油 2茶匙', '黑胡椒 1/3茶匙', '水 适量']"
9978,麻婆豆腐, 143 收藏 , 37981 浏览,炒,麻辣味,15分钟,初中水平,"['豆腐 350克', '牛肉馅 80克']","['郫县辣酱 1汤匙', '辣椒粉 1/2茶匙', '麻椒 1茶匙', '辣椒油 少许', '青蒜 少许', '水淀粉 1汤匙', '清水 适量', '植物油 适量']"
2441,豆腐肉末茄子煲, 7 收藏 , 4818 浏览,炒,家常味,30分钟,新手尝试,"['豆腐 1块', '猪瘦肉 150克', '茄子 1根', '葱姜蒜 适量', '小米辣 2个']","['生抽 2勺', '酱油 2勺', '胡椒粉 1勺', '盐 1勺', '食用油 适量', '水 适量']"
6686,可乐鸡翅, 0 收藏 , 5031 浏览,炒,咸鲜味,30分钟,未知,"['鸡翅 460克', '可乐 350克']","['姜 适量', '葱花 适量', '八角 适量', '花椒 适量', '香叶 适量', '小茴香 适量', '生抽 适量', '老抽 适量', '料酒 适量']"
14540,茄汁鹌鹑蛋, 7 收藏 , 1510 浏览,炒,酸甜味,15分钟,未知,"['鹌鹑蛋 100克', '蒜 5克', '番茄 2个']","['番茄酱 1勺', '糖 0.5勺', '盐 1匙', '味精 0.2匙']"
7032,葱爆羊肉，秋季滋补佳品, 456 收藏 , 2052 浏览,炒,家常味,15分钟,初级入门,['羊肉 500克'],"['大葱 3根', '洋葱 半只', '香油 适量', '姜、蒜 适量', '白糖 适量', '酱油 适量', '白醋 适量', '淀粉 适量', '食用油 适量']"
8705,家常芹菜炒香干, 6 收藏 , 1408 浏览,烧,家常味,30分钟,未知,"['芹菜 适量', '香干 适量']","['盐 适量', '白糖 适量', '酱油 适量', '醋 适量']"
14082,秘制卤藕, 32 收藏 , 29479 浏览,卤,香辣味,30分钟,初级入门,"['藕 7个', '五花肉 500克']","['香叶 3片', '干辣椒 10颗', '甘草 3片', '草果 3个', '花椒 1小把', '八角 10颗', '生姜 1个', '五香粉 1勺', '老卤水 适量', '胡椒粉 1勺', '蜂蜜 2勺']"
12659,空气炸锅蒸排骨, 44 收藏 , 9530 浏览,蒸,香辣味,60分钟,高级厨师,['排骨 700克'],"['淀粉 6汤匙', '豆豉 适量', '红甜椒 适量', '葱姜蒜 适量', '鸡精 1/2茶匙', '白糖 1/2茶匙', '白胡椒 适量', '蒸鱼豉油 1茶匙', '料酒 少许', '食盐 1/2茶匙', '芋头 适量', '葱花 适量']"
694,腊味煲仔饭, 85 收藏 , 14912 浏览,煲,咸鲜味,30分钟,新手尝试,"['大米 一碗半', '腊肉 适量', '鸡蛋 1个']","['盐 少许', '蒸鱼豉油 3茶匙', '香油 少许', '白糖 5克']"
6305,水煮肉片——红红火火, 15762 收藏 , 97119 浏览,煮,香辣味,15分钟,中级掌勺,"['猪瘦肉 300克', '豆芽 200克']","['植物油 2汤匙', '小米辣 4个', '干辣椒 4个', '花椒 2小勺', '浓汤宝 1个', '淀粉 4小勺', '小葱 2颗', '郫县豆瓣酱 2小勺']"
5444,洋葱炒蛋, 394 收藏 , 26677 浏览,炒,咸鲜味,15分钟,未知,"['洋葱 1/2个', '鸡蛋 2个']","['红椒 1/2个', '香油 几滴', '青椒 1个', '湿淀粉 1匙', '植物油 1.5勺', '生抽 1勺', '料酒 1勺', '盐 1/2匙', '蔬之鲜 1/2匙', '白糖 1/2匙']"
4748,鱼香茄子, 2064 收藏 , 8537 浏览,炒,鱼香味,15分钟,初级入门,['茄子 3个'],"['蒜 半个', '姜 1块', '郫县豆瓣酱 1大勺', '醋 3勺', '砂糖 2勺', '酱油 1勺', '淀粉 1勺', '清水 适量']"
8344,五分钟撤离厨房的快手菜，好吃停不下来的, 6 收藏 , 4316 浏览,拌,咸鲜味,15分钟,未知,"['八带爪 450克', '香葱 3棵', '炒熟白芝麻 20克', '姜块 一块', '味极鲜酱油 2汤匙', '凉拌醋 1汤匙', '香油 1茶匙']","['料酒 1汤匙', '清水 500毫升', '冰格 一盘']"
3203,最简单的炸鸡翅，炸至金黄，入口酥脆，香, 2 收藏 , 3304 浏览,炸,家常味,15分钟,新手尝试,"['鸡翅 8个', '盐 4克', '糖   2克', '蛋清 1个', '料酒  1勺', '姜片 2片']",['淀粉 2大勺']
14130,蒜苔炒肉, 555 收藏 , 6874 浏览,炒,酱香味,10分钟,初中水平,"['蒜苔 350克', '猪肉(后臀尖) 100克', '红圆椒 一个']","['盐 1茶匙', '生抽 15克', '豆瓣酱 15克', '生姜 20克', '花生油 20克', '生粉 2茶匙']"
13282,茭白炒肉丝, 20 收藏 , 6671 浏览,炒,咸鲜味,15分钟,未知,"['茭白 150kq', '猪瘦肉 50克']","['盐 少许', '食用油 适量', '胡椒粉 少许', '味精 少许', '淀粉 5克', '料酒 少许', '葱花 少许', '姜末 适量', '蒜末 适量']"
3107,韭菜鸡蛋锅贴, 4 收藏 , 11441 浏览,煎,家常味,30分钟,初级入门,"['面粉 200克', '韭菜 100克', '鸡蛋 1个', '发酵粉 2克']","['油 适量', '盐 适量', '香油 适量', '鸡精 适量']"
9992,油焖春笋, 15716 收藏 , 145154 浏览,焖,家常味,15分钟,初级入门,['春笋 2根'],"['冰糖 20克', '酱油 少许', '葱花 少许']"
8486,葱油蛏子, 22 收藏 , 3306 浏览,蒸,葱香味,10分钟,未知,['蛏子 适量'],"['料酒 适量', '姜 适量', '蒜 适量', '葱 适量', '蒸鱼豉油 适量']"
14289,姜母鸭, 60 收藏 , 25737 浏览,炖,家常味,90分钟,初级入门,['鸭 1只'],"['老姜 2大块', '生抽 3小勺', '冰糖 5颗', '盐 2勺', '黄芪 8片', '八角 3瓣', '枸杞 1把', '广东米酒 1小碗', '芝麻油 20克', '水 适量']"
14898,荷塘小炒, 357 收藏 , 239713 浏览,炒,家常味,5分钟,新手尝试,"['藕 小半段', '黑木耳 1小把', '胡萝卜 1/2根', '荷兰豆 1把']","['山茶油 1茶匙', '食盐 1茶匙']"
3068,农家韭菜鸡蛋捞面条, 6717 收藏 , 76772 浏览,煮,咸鲜味,15分钟,初级入门,['面条（生） 200克'],"['韭菜 1把', '鸡蛋 2个', '香油 10克', '盐 2克', '鸡精 1克', '醋 适量']"
14609,鱼头豆腐汤（九阳轻奢炒锅）, 76 收藏 , 10001 浏览,煮,咸鲜味,60分钟,未知,"['包头鱼鱼头 一个', '嫩豆腐 两块', '小平菇 150克', '金针菇 150克', '香菜 一小把']","['姜 三片', '料酒 三茶匙', '油 15克', '盐 两小勺', '白胡椒粉 适量']"
13653,花菜炒肉片, 11 收藏 , 11480 浏览,炒,家常味,30分钟,初级入门,"['花菜 半颗', '猪肉 50克', '黑木耳 5克']","['油 50毫升', '盐焗粉 3克', '青椒 1个', '红椒 1个', '味精 适量']"
14782,西兰花胡萝卜炒肉片, 53 收藏 , 10344 浏览,炒,家常味,15分钟,初级入门,"['西兰花 2朵', '瘦肉 120克', '胡萝卜 1根']","['生粉 少许', '蚝油 1勺', '料酒 少许', '盐 少许', '油 少许', '水 适量', '酱油 1勺']"
4673,＃最美不过中秋味＃一青二白, 9 收藏 , 4858 浏览,拌,芥末味,30分钟,未知,"['荷兰豆 适量', '杏鲍菇 适量']","['盐 2勺', '油 几滴', '糖 半勺', '白醋 1勺', '香油 半勺', '芥末 适量', '水 两勺']"
4289,家常口水鸡, 3265 收藏 , 71215 浏览,煮,香辣味,30分钟,新手尝试,['嫩鸡   一只 '],"['油 35毫升', ' 黄酒 25毫升 ', '花生 20克', '香菜 少许 ', '生姜片 少许', '小葱 少许', '麻辣粉 1汤匙', ' 鲜酱油 2汤匙', '蒜末 10克', '香油 少许']"
4963,青椒炒鸡蛋, 1 收藏 , 1637 浏览,炒,家常味,10分钟,未知,"['青椒 2根', '鸡蛋 4个', '大蒜 2瓣', '大葱 1指节']","['盐 1勺', '五香粉 适量']"
1254,千张水煮肉片, 30 收藏 , 100089 浏览,煮,香辣味,15分钟,初级入门,"['千张 1张', '猪肉(瘦) 100克']","['红油豆瓣酱 2大勺', '葱 1根', '蒜 2个', '姜片 3片', '泡椒 1个', '干红辣椒 3个', '金针菇 50克']"
11785,酸辣炸鸡, 2 收藏 , 5394 浏览,炒,家常味,5分钟,新手尝试,"['鸡腿 1个', '大蒜 适量', '小葱 适量', '姜 适量']","['盐 适量', '胡椒粉 适量', '白糖 适量', '生抽 15克', '红油 10克', '淀粉 适量']"
9607,家常回锅肉, 5 收藏 , 11396 浏览,爆,豆瓣味,10分钟,初级入门,['五花肉 400克'],"['彩椒 50克', '白豆蔻 2片', '花椒 10克', '生抽 15克', '料酒 5克', '姜 5克', '郫县豆瓣酱 15克', '糖 2克', '蒜 3克', '香叶 2片', '八角 2个', '桂皮 1小块', '食用油 适量']"
9417,梅菜扣肉, 330 收藏 , 2296 浏览,蒸,咸鲜味,30分钟,新手尝试,"['熟猪肉 550克', '梅干菜 60克']","['味达美料酒 10毫升', '六月鲜红烧酱油 5毫升', '六月鲜特级酱油 15毫升', '白糖 20克', '盐 少许', '姜 3片', '葱 2段', '大料 1个']"
1930,藜麦鲜虾沙拉, 0 收藏 , 4984 浏览,煮,家常味,10分钟,初级入门,"['三色藜麦 100克', '虾 10只', '生菜 1颗', '西蓝花 1朵', '小番茄 8颗']","['柠檬 1个', '鸡蛋 1个', '巴旦木 10粒', '橄榄油 2勺', '生抽 2勺', '苹果醋 2勺', '黑胡椒粉 1勺', '蜂蜜 1勺']"
14493,上汤苋菜, 5 收藏 , 9163 浏览,烧,家常味,15分钟,未知,"['苋菜 适量', '皮蛋 一个', '火腿 适量', '茶树菇 适量']","['盐 适量', '白糖 一茶勺', '鸡精 少许']"
6530,哟呵，刀拍黄瓜！, 9257 收藏 , 53927 浏览,拌,家常味,15分钟,初级入门,"['黄瓜  2根', '花生仁 150克']","['蒜 3瓣', '香醋 1汤匙', '香油 1汤匙', '花椒 2克', '干红辣椒 1个', '生抽 1茶匙', '白砂糖 1茶匙', '盐 2克', '油 300毫升(实耗30毫升)']"
7154,干锅菜花, 858 收藏 , 13773 浏览,煮,香辣味,15分钟,初中水平,"['菜花 400克', '小米辣 几个', '五花肉 100克', '蒜苗 3根']","['郫县豆瓣酱 1大勺', '大蒜 3瓣', '姜 3片', '花椒 几粒', '白糖 少许', '食用油 适量']"
2536,韭菜猪肉水饺, 39 收藏 , 20325 浏览,煮,咸鲜味,10分钟,中级掌勺,"['韭菜 1000克', '猪肉馅 900克', '海米 50克', '面粉 1000克', '水 600克']","['生抽 60克', '盐 18克', '鸡精 8克', '花生油 100克', '麻油 25克', '大葱 40g']"
6444,雪菜小竹笋, 460 收藏 , 4507 浏览,炒,家常味,30分钟,新手尝试,['小竹笋 500克'],"['雪菜 20克', '辣椒酱 适量', '老抽 少许', '盐 适量']"
1771,红烧茄子, 4784 收藏 , 53752 浏览,炒,家常味,5分钟,新手尝试,"['茄子 300克', '蒜 适量']","['豆瓣酱 20克', '生抽 10克']"
7020,蚝油炒茄子, 3 收藏 , 4114 浏览,炒,甜味,15分钟,新手尝试,['茄子(紫皮，长) 1个'],"['植物油 1勺', '大蒜 适量', '蚝油 适量']"
4798,招财纳福---栗子东坡肉, 25 收藏 , 77806 浏览,焖,家常味,60分钟,初中水平,"['五花肉 2斤', '栗子 1小碗']","['小葱 250克', '姜 2块', '八角 2个', '桂皮 2片', '冰糖 6粒', '黄酒 2勺', '酱油 2勺', '小油菜 4颗']"
13302,这样做三杯鸡更美味, 4 收藏 , 4810 浏览,烧,咸鲜味,90分钟,未知,"['鸡 半只', '胡萝卜 一个', '土豆 一个', '芋头 一个', '鹌鹑蛋 适量']","['姜 适量', '蒜 适量', '盐 适量', '料酒 适量', '酱油 适量', '冰糖 一块']"
12917,卤鸭腿, 5 收藏 , 2420 浏览,其它工艺,香辣味,60分钟,未知,['鸭腿 6只'],"['腌料 适量', '生抽 1勺', '老抽 1勺', '精盐 适量', '白糖 2勺']"
6314,辣椒木耳炒鸡蛋, 3 收藏 , 2146 浏览,炒,家常味,30分钟,未知,['辣椒 一个'],"['鸡蛋 2个', '木耳 少许', '料酒 少许', '十三香 少许', '酱油 少许', '盐 少许', '玉米油 适量']"
3497,蒸蛋羹, 37 收藏 , 13632 浏览,蒸,其他口味,30分钟,未知,['鸡蛋 中等大小2个'],"['小葱 1根', '生抽 1茶匙（5毫升）', '凉开水 100毫升']"
11602,竹笋炒肉片, 41 收藏 , 26615 浏览,炒,咸鲜味,15分钟,初级入门,"['竹笋 300克', '青椒 1个', '猪里脊肉 100克']","['料酒 适量', '玉米淀粉 适量', '胡椒粉 适量', '黑木耳 适量', '青蒜 适量']"
14453,粉丝肉末炒香菇, 515 收藏 , 4173 浏览,炒,家常味,15分钟,未知,"['猪肉 300克', '粉丝 适量', '香菇 5朵']","['料酒 1勺', '耗油 1勺', '酱油 1勺', '盐 3克', '油 适量']"
3899,西兰花炒口蘑, 14 收藏 , 1292 浏览,炒,家常味,15分钟,未知,"['口蘑 8个', '西兰花 半颗']",['大蒜 3瓣']
5897,辣子鸡中翅, 14195 收藏 , 134610 浏览,炸,香辣味,15分钟,新手尝试,"['鸡中翅 500克', '花生 50克']","['油 100毫升', '生抽 30毫升', '盐 2克', '料酒 20毫升', '生姜 少许', '香菜 少许', '干辣椒 30克']"
985,空气炸鸡翅&薯条, 15 收藏 , 2272 浏览,炸,家常味,30分钟,初级入门,"['鸡翅中 4个', '大土豆 1个']","['姜 1块', '蒜 3瓣', '黑胡椒粉 2克', '盐 1克', '酱油 15克', '料酒 15克']"
2612,茭白茄子焖排骨肉, 1 收藏 , 1502 浏览,焖,家常味,30分钟,未知,"['排骨 300克', '茭白 100克', '茄子 100克']","['葱 10克', '料酒 1勺', '盐 2匙', '鸡汁 1匙', '姜 10克', '蒜 5克', '花椒 3克', '八角 1个', '油 1勺', '一品鲜酱油 1勺', '蚝油 1勺', '糖 1勺']"
4958,茄子炒豆角, 5 收藏 , 4924 浏览,炒,家常味,30分钟,新手尝试,"['长茄子 2根', '豆角 150克', '青椒 1个']","['葱姜 适量', '生抽 25毫升', '醋 5毫升', '蚝油 适量', '白糖 1勺', '盐 适量', '鸡精 少许']"
2980,口水鸡, 30 收藏 , 2862 浏览,蒸,家常味,15分钟,初级入门,"['三黄鸡 半个', '姜片 6片', '蒜末 15克']","['姜末  5克', '指天椒 3个', '生抽 20克', '蚝油 10克', '油辣子 20克', '香油 1勺', '糖 5克']"
10700,法帅蒸汽烤箱之肉沫蒸茄子, 0 收藏 , 2469 浏览,蒸,酸辣味,15分钟,新手尝试,"['茄子 120克', '鸡胸肉 80克', '红椒 5个', '蒜头 25克']","['耗油 8克', '葱 4颗', '生抽 2汤匙', '老抽 3克']"
4982,简易版可乐鸡翅, 6 收藏 , 5040 浏览,炒,甜味,10分钟,新手尝试,"['鸡翅中 4个', '生抽 1勺', '老抽 半勺', '可乐 一听']","['生姜 几片', '料酒 一勺']"
